Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
OU519370,"European bat 1 lyssavirus isolate lib02639 genome assembly, complete genome: monopartite.",25-Nov-2021,,57482,TRUE
OU519371,"European bat 1 lyssavirus isolate lib02809 genome assembly, complete genome: monopartite.",25-Nov-2021,,57482,TRUE
OU524412,"European bat 1 lyssavirus isolate 45544 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524414,"European bat 1 lyssavirus isolate 23549 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524415,"European bat 1 lyssavirus isolate 45514 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524417,"European bat 1 lyssavirus isolate 45410 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524418,"European bat 1 lyssavirus isolate 49285 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524419,"European bat 1 lyssavirus isolate 49322 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524421,"European bat 1 lyssavirus isolate 5668 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524422,"European bat 1 lyssavirus isolate 49911 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524423,"European bat 1 lyssavirus isolate 46002 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524424,"European bat 1 lyssavirus isolate 45411 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524426,"European bat 1 lyssavirus isolate 46005 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524427,"European bat 1 lyssavirus isolate 49070 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524428,"European bat 1 lyssavirus isolate 49320 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524429,"European bat 1 lyssavirus isolate 45402 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524430,"Australian bat lyssavirus isolate 13849 genome assembly, complete genome: monopartite.",01-Dec-2021,,90961,TRUE
OU524431,"European bat 1 lyssavirus isolate 49512 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
OU524432,"European bat 1 lyssavirus isolate 45369 genome assembly, complete genome: monopartite.",01-Dec-2021,,57482,TRUE
MW358036,"Lagos bat lyssavirus isolate LBV/UP9878 nucleoprotein gene, complete cds.",31-Mar-2022,Epomophorus wahlbergi,38766,TRUE
MW358037,"Lagos bat lyssavirus isolate LBV/UP8931 nucleoprotein gene, complete cds.",31-Mar-2022,Rousettus aegyptiacus,38766,TRUE
OM202986,Rabies lyssavirus isolate A15-1838 nucleoprotein,18-Jun-2022,Bat,11292,TRUE
OM202992,Rabies lyssavirus isolate A16-0747 nucleoprotein,18-Jun-2022,Antrozous pallidus,11292,TRUE
OM202993,Rabies lyssavirus isolate A16-0748 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM202994,Rabies lyssavirus isolate A16-0749 nucleoprotein,18-Jun-2022,Eptesicus fuscus,11292,TRUE
OM202996,Rabies lyssavirus isolate A16-0751 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM202997,Rabies lyssavirus isolate A16-0752 nucleoprotein,18-Jun-2022,Bat,11292,TRUE
OM202999,Rabies lyssavirus isolate A16-0754 nucleoprotein,18-Jun-2022,Bat,11292,TRUE
OM203000,Rabies lyssavirus isolate A16-0755 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM203001,Rabies lyssavirus isolate A16-0756 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203002,Rabies lyssavirus isolate A16-0757 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM203003,Rabies lyssavirus isolate A16-0758 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203004,Rabies lyssavirus isolate A16-0759 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203005,Rabies lyssavirus isolate A16-0760 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203006,Rabies lyssavirus isolate A16-0761 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203007,Rabies lyssavirus isolate A16-0762 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203008,Rabies lyssavirus isolate A16-0763 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM203009,Rabies lyssavirus isolate A16-0764 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203010,Rabies lyssavirus isolate A16-0765 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203011,Rabies lyssavirus isolate A16-0766 nucleoprotein,18-Jun-2022,Aeorestes cinereus,11292,TRUE
OM203012,Rabies lyssavirus isolate A17-0179 nucleoprotein,18-Jun-2022,Bat,11292,TRUE
OM203013,Rabies lyssavirus isolate A17-0180 nucleoprotein,18-Jun-2022,Lasionycteris noctivagans,11292,TRUE
OM203017,Rabies lyssavirus isolate 2017017313 nucleoprotein,18-Jun-2022,Myotis thysanodes,11292,TRUE
OM203020,Rabies lyssavirus isolate 2017020702 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203026,Rabies lyssavirus isolate 2018015102 nucleoprotein,18-Jun-2022,Antrozous pallidus,11292,TRUE
OM203027,Rabies lyssavirus isolate 2018015604 nucleoprotein,18-Jun-2022,Antrozous pallidus,11292,TRUE
OM203030,Rabies lyssavirus isolate 2018021859 nucleoprotein,18-Jun-2022,Antrozous pallidus,11292,TRUE
OM203032,Rabies lyssavirus isolate 2018029020 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
OM203041,Rabies lyssavirus isolate 2019023945 nucleoprotein,18-Jun-2022,Bat,11292,TRUE
OM203047,Rabies lyssavirus isolate SM870 nucleoprotein,18-Jun-2022,Dasypterus intermedius,11292,TRUE
OM203048,Rabies lyssavirus isolate SM871 nucleoprotein,18-Jun-2022,Dasypterus intermedius,11292,TRUE
OM203049,Rabies lyssavirus isolate SM873 nucleoprotein,18-Jun-2022,Dasypterus intermedius,11292,TRUE
MW579817,Lyssavirus rabies isolate IP4433/10a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579818,Lyssavirus rabies isolate IP4495/13a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579819,Lyssavirus rabies isolate IP4507/15a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579820,Lyssavirus rabies isolate IP4534/13d_SP N protein,17-Aug-2022,Desmodus rotundus,11292,TRUE
MW579822,Lyssavirus rabies isolate IP4611/11a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579824,Lyssavirus rabies isolate IP4987/06d N protein,17-Aug-2022,Desmodus rotundus,11292,TRUE
MW579825,Lyssavirus rabies isolate IP5283/06a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579826,Lyssavirus rabies isolate IP5337/07a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579827,Lyssavirus rabies isolate IP5517/11a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579830,Lyssavirus rabies isolate IP5731/10a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579832,Lyssavirus rabies isolate IP6041/11a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579831,Lyssavirus rabies isolate IP5845/11a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579833,Lyssavirus rabies isolate IP6077/07d_SP N protein,17-Aug-2022,Desmodus rotundus,11292,TRUE
MW579839,Lyssavirus rabies isolate IP6784/07a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579837,Lyssavirus rabies isolate IP6521/07a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579844,Lyssavirus rabies isolate IP8532/06a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579842,Lyssavirus rabies isolate IP7329/08a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579816,Lyssavirus rabies isolate IP4426/15a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579815,Lyssavirus rabies isolate IP4338/12a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579814,Lyssavirus rabies isolate IP3970/06a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579812,Lyssavirus rabies isolate IP3595/15a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579810,Lyssavirus rabies isolate IP3247/13a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579809,Lyssavirus rabies isolate IP3235/14a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579808,Lyssavirus rabies isolate IP3234/12a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579806,Lyssavirus rabies isolate IP2990/06a N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579804,Lyssavirus rabies isolate IP2939/09a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579803,Lyssavirus rabies isolate IP2701/14a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579802,Lyssavirus rabies isolate IP2656/10a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579801,Lyssavirus rabies isolate IP2470/09a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579799,Lyssavirus rabies isolate IP2430/15a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579797,Lyssavirus rabies isolate IP2367/14a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579796,Lyssavirus rabies isolate IP2258/14a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579795,Lyssavirus rabies isolate IP2249_13a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579794,Lyssavirus rabies isolate IP2149/13a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579792,Lyssavirus rabies isolate IP2009/11a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579790,Lyssavirus rabies isolate IP1613/15a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579786,Lyssavirus rabies isolate IP1410/14d_SP N protein,17-Aug-2022,Desmodus rotundus,11292,TRUE
MW579785,Lyssavirus rabies isolate IP895/09a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MW579780,Lyssavirus rabies isolate IP161/14a_SP N protein,17-Aug-2022,Artibeus sp.,11292,TRUE
MZ889656,Lyssavirus rabies isolate Bat3-Egypt-2021 nucleoprotein,07-Aug-2022,bat,11292,TRUE
MZ889655,Lyssavirus rabies isolate Bat2-Egypt-2021 nucleoprotein,07-Aug-2022,bat,11292,TRUE
MZ889654,Lyssavirus rabies isolate Bat1-Egypt-2021 nucleoprotein,07-Aug-2022,bat,11292,TRUE
OP221415,"Lyssavirus rabies isolate 1018_2019_PA_bat glycoprotein gene, complete cds.",22-Apr-2024,bat,11292,TRUE
OP221410,"Lyssavirus rabies isolate 1018_2019_PA_bat nucleoprotein gene, complete cds.",08-Oct-2022,bat,11292,TRUE
OP585396,Lyssavirus rabies isolate KZ,24-Dec-2022,Eptesicus serotinus,11292,TRUE
ON630686,"Rabies virus isolate 375@2001, partial genome.",14-Feb-2023,bat,11292,TRUE
MT374180,"European bat 1 lyssavirus strain Vor-1, complete genome.",01-May-2023,Eptesicus serotinus female,57482,TRUE
OQ410145,"Lyssavirus rabies isolate A21-1091, complete genome.",08-May-2023,Eptesicus fuscus,11292,TRUE
OQ410146,"Lyssavirus rabies isolate A21-1097, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410147,"Lyssavirus rabies isolate A21-1095, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410149,"Lyssavirus rabies isolate A21-1094, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410150,"Lyssavirus rabies isolate A21-1096, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410151,"Lyssavirus rabies isolate A21-1093, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410152,"Lyssavirus rabies isolate A19-3014, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410153,"Lyssavirus rabies isolate A18-3836, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410154,"Lyssavirus rabies isolate A18-3837, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OP876786,Lyssavirus rabies isolate Bat1-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OP876787,Lyssavirus rabies isolate Bat2-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OP876788,Lyssavirus rabies isolate Bat3-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OQ543179,"Lyssavirus rabies isolate LACEN-UNIFESP S-117 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543180,"Lyssavirus rabies isolate LACEN-UNIFESP S-122 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543181,"Lyssavirus rabies isolate LACEN-UNIFESP S-123 polymerase gene, partial cds.",28-Aug-2023,Artibeus fimbriatus,11292,TRUE
OQ543182,"Lyssavirus rabies isolate LACEN-UNIFESP S-132 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543183,"Lyssavirus rabies isolate LACEN-UNIFESP S-163 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543184,"Lyssavirus rabies isolate LACEN-UNIFESP S-172 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543185,"Lyssavirus rabies isolate LACEN-UNIFESP S-203 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543186,"Lyssavirus rabies isolate LACEN-UNIFESP S-249 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543187,"Lyssavirus rabies isolate LACEN-UNIFESP S-34 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543188,"Lyssavirus rabies isolate LACEN-UNIFESP S-46 polymerase gene, partial cds.",28-Aug-2023,Carollia perspicillata,11292,TRUE
OQ543189,"Lyssavirus rabies isolate LACEN-UNIFESP S-93 polymerase gene, partial cds.",28-Aug-2023,Artibeus lituratus,11292,TRUE
OQ543190,"Lyssavirus rabies isolate LACEN-UNIFESP S-99 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969884,"Lyssavirus rabies isolate LACEN-UNIFESP S-117 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969885,"Lyssavirus rabies isolate LACEN-UNIFESP S-122 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969886,"Lyssavirus rabies isolate LACEN-UNIFESP S-123 nucleoprotein gene, partial cds.",28-Aug-2023,Artibeus fimbriatus,11292,TRUE
OQ969887,"Lyssavirus rabies isolate LACEN-UNIFESP S-132 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969888,"Lyssavirus rabies isolate LACEN-UNIFESP S-163 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969889,"Lyssavirus rabies isolate LACEN-UNIFESP S-172 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969890,"Lyssavirus rabies isolate LACEN-UNIFESP S-203 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969891,"Lyssavirus rabies isolate LACEN-UNIFESP S-249 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969892,"Lyssavirus rabies isolate LACEN-UNIFESP S-34 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969893,"Lyssavirus rabies isolate LACEN-UNIFESP S-46 nucleoprotein gene, partial cds.",28-Aug-2023,Carollia perspicillata,11292,TRUE
OQ969894,"Lyssavirus rabies isolate LACEN-UNIFESP S-93 nucleoprotein gene, partial cds.",28-Aug-2023,Artibeus lituratus,11292,TRUE
OQ969895,"Lyssavirus rabies isolate LACEN-UNIFESP S-99 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
PP869293,"Lyssavirus duvenhage isolate DUVV_cp2_L3/19, complete genome.",28-Jan-2025,Chiroptera,38767,TRUE
PP942897,"European bat lyssavirus 1 isolate Bat23-360, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942898,"European bat lyssavirus 1 isolate Bat23-736, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942899,"European bat lyssavirus 1 isolate Bat23-870, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942900,"European bat lyssavirus 1 isolate Bat23-919, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942901,"European bat lyssavirus 1 isolate Bat23-958, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942902,"European bat lyssavirus 1 isolate Bat23-997, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942903,"European bat lyssavirus 1 isolate Bat23-1067, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942904,"European bat lyssavirus 1 isolate Bat23-1086, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942905,"European bat lyssavirus 1 isolate Bat23-1131, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942906,"European bat lyssavirus 1 isolate Bat23-1134, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942907,"European bat lyssavirus 1 isolate Bat23-1138, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942908,"European bat lyssavirus 1 isolate Susp22-01, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942909,"European bat lyssavirus 1 isolate Susp22-03, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942910,"European bat lyssavirus 1 isolate Susp22-05, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942911,"European bat lyssavirus 1 isolate Bat22-247, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942912,"European bat lyssavirus 1 isolate Bat22-859, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942913,"European bat lyssavirus 1 isolate Bat22-880, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942914,"European bat lyssavirus 1 isolate Bat22-881, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942915,"European bat lyssavirus 1 isolate Bat22-1024, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942916,"European bat lyssavirus 1 isolate Bat22-1095, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942917,"European bat lyssavirus 1 isolate Bat23-19, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942918,"European bat lyssavirus 1 isolate Bat23-41, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942919,"European bat lyssavirus 1 isolate Bat23-279, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942920,"European bat lyssavirus 1 isolate Bat23-346, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942921,"European bat lyssavirus 1 isolate Anses_BM0192, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942922,"European bat lyssavirus 1 isolate ANSES_BM0203, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942923,"European bat lyssavirus 1 isolate ANSES_BM0211, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942924,"European bat lyssavirus 1 isolate ANSES_135181, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888933,"European bat lyssavirus 1 isolate Bat18-762, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888934,"European bat lyssavirus 1 isolate Bat18-791, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888935,"European bat lyssavirus 1 isolate Bat19-177, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888936,"European bat lyssavirus 1 isolate Bat19-854, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888937,"European bat lyssavirus 1 isolate Bat19-949, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888938,"European bat lyssavirus 1 isolate Bat20-621, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888939,"European bat lyssavirus 1 isolate Bat20-807, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888940,"European bat lyssavirus 1 isolate Bat21-993, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888941,"European bat lyssavirus 1 isolate Bat21-1034, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888942,"European bat lyssavirus 1 isolate Anses1, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888943,"European bat lyssavirus 1 isolate Anses2, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888944,"European bat lyssavirus 1 isolate Anses3, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888945,"European bat lyssavirus 1 isolate Anses4, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888946,"UNVERIFIED: European bat lyssavirus 1 isolate Anses5, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888947,"European bat lyssavirus 1 isolate Anses6, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888948,"European bat lyssavirus 1 isolate Anses7, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888949,"European bat lyssavirus 1 isolate Anses9, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888950,"European bat lyssavirus 1 isolate Anses10, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888951,"European bat lyssavirus 1 isolate Anses11, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888952,"European bat lyssavirus 1 isolate Anses12, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888953,European bat lyssavirus 1 isolate Anses13 cRNA sequence.,06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888954,"European bat lyssavirus 1 isolate Anses14, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888955,"European bat lyssavirus 1 isolate Anses15, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888956,"European bat lyssavirus 1 isolate Anses16, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888957,"European bat lyssavirus 1 isolate Anses17, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888958,"European bat lyssavirus 1 isolate Anses18, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888959,"European bat lyssavirus 1 isolate Anses19, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
PP386030,"Lyssavirus rabies isolate A22-2313, complete genome.",05-Mar-2024,Eptesicus fuscus,11292,TRUE
PP386031,"Lyssavirus rabies isolate A22-2319, complete genome.",05-Mar-2024,Eptesicus fuscus,11292,TRUE
PP386032,"Lyssavirus rabies isolate A21-1731g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386037,"Lyssavirus rabies isolate A21-1736g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386038,"Lyssavirus rabies isolate A22-0510g glycoprotein gene, complete cds.",05-Mar-2024,Myotis velifer,11292,TRUE
PP386039,"Lyssavirus rabies isolate A21-1735g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386041,"Lyssavirus rabies isolate A23-0312g glycoprotein gene, complete cds.",05-Mar-2024,Myotis volans,11292,TRUE
PP386045,"Lyssavirus rabies isolate A21-1731n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386051,"Lyssavirus rabies isolate A23-0312n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis volans,11292,TRUE
PP386053,"Lyssavirus rabies isolate A21-1735n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386054,"Lyssavirus rabies isolate A22-0510n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis velifer,11292,TRUE
PP386055,"Lyssavirus rabies isolate A21-1736n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP681417,Lyssavirus rabies isolate 6844-16 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681418,Lyssavirus rabies isolate 8223-17 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681419,Lyssavirus rabies isolate 7214-17 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681420,Lyssavirus rabies isolate 6419-16 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681421,Lyssavirus rabies isolate 7214-17 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681422,Lyssavirus rabies isolate 6419-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681423,Lyssavirus rabies isolate 6084-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681424,Lyssavirus rabies isolate 8223-17 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681425,Lyssavirus rabies isolate 6844-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP447337,"Lyssavirus rabies isolate NYS4644-21, complete genome.",14-Mar-2024,Eptesicus fuscus,11292,TRUE
PP447340,"Lyssavirus rabies isolate NYS5250-21, complete genome.",14-Mar-2024,Eptesicus fuscus,11292,TRUE
MW436648,"Smacoviridae sp. strain ViroVet7, complete genome.",01-Oct-2021,Diaemus youngi,2715094,TRUE
MW436649,Smacoviridae sp. strain ViroVet126 replicase-associated protein,01-Oct-2021,Diaemus youngi,2715094,TRUE
MG820274,"Venezuelan equine encephalitis virus isolate CIIBT-17-2 RNA-dependent RNA polymerase gene, partial cds.",28-Aug-2018,Artibeus planirostris,11036,TRUE
MG820275,"Venezuelan equine encephalitis virus isolate CIIBT-178-2 RNA-dependent RNA polymerase gene, partial cds.",28-Aug-2018,Sturnira lilium,11036,TRUE
MW809725,"Tonate virus isolate FG2011, complete genome.",30-Mar-2021,Trachops cirrhosus,60877,TRUE
OM799577,Chikungunya virus isolate CHIKV-China/B2016NS1-1 nonstructural protein 1,21-May-2022,bat,37124,TRUE
OM799578,Chikungunya virus isolate CHIKV-China/B2016NS1-2 nonstructural protein 1,21-May-2022,bat,37124,TRUE
OM799585,Chikungunya virus isolate CHIKV-China/B2016C-1 capsid protein,21-May-2022,bat,37124,TRUE
OM799586,Chikungunya virus isolate CHIKV-China/B2016C-2 capsid protein,21-May-2022,bat,37124,TRUE
OM799587,Chikungunya virus isolate CHIKV-China/B2016C-3 capsid protein,21-May-2022,bat,37124,TRUE
MZ848197,"Eastern equine encephalitis virus isolate 56 nsP4 protein gene, partial cds.",09-Aug-2022,Myotis sp.,11021,TRUE
